model_id,item_id,correct
deepseek-r1,670e76dbfb3b4f650fe86113,0.0
gpt-4o-2024-11-20,670e76dbfb3b4f650fe86113,0.0
gpt-5-mini,670e76dbfb3b4f650fe86113,0.0
gpt-4-1,670e76dbfb3b4f650fe86113,0.0
gpt-4-1-mini,670e76dbfb3b4f650fe86113,0.0
gpt-4-1-nano,670e76dbfb3b4f650fe86113,0.0
gpt-5-4-mini,670e76dbfb3b4f650fe86113,0.0
gpt-5-4-nano,670e76dbfb3b4f650fe86113,0.0
gpt-5-nano,670e76dbfb3b4f650fe86113,0.0
gpt-4o-mini,670e76dbfb3b4f650fe86113,0.0
claude-opus-4-7,670e76dbfb3b4f650fe86113,1.0
claude-sonnet-4-6,670e76dbfb3b4f650fe86113,1.0
claude-haiku-4-5,670e76dbfb3b4f650fe86113,0.0
claude-opus-4-6,670e76dbfb3b4f650fe86113,0.0
claude-sonnet-4-5,670e76dbfb3b4f650fe86113,0.0
claude-opus-4-5,670e76dbfb3b4f650fe86113,1.0
gemini-3-5-flash,670e76dbfb3b4f650fe86113,1.0
gemini-3-1-flash-lite,670e76dbfb3b4f650fe86113,0.0
gemini-2-5-pro,670e76dbfb3b4f650fe86113,0.0
gemini-2-5-flash,670e76dbfb3b4f650fe86113,0.0
gemini-2-5-flash-lite,670e76dbfb3b4f650fe86113,0.0
deepseek-v3,670e76dbfb3b4f650fe86113,1.0
deepseek-v4-flash,670e76dbfb3b4f650fe86113,0.0
deepseek-v4-pro,670e76dbfb3b4f650fe86113,
o3-mini,670e92583011a5b80bfb6c60,0.0
o4-mini,670e92583011a5b80bfb6c60,0.0
deepseek-r1,670e92583011a5b80bfb6c60,
gpt-4o-2024-11-20,670e92583011a5b80bfb6c60,0.0
gpt-5-mini,670e92583011a5b80bfb6c60,1.0
gpt-4-1,670e92583011a5b80bfb6c60,0.0
gpt-4-1-mini,670e92583011a5b80bfb6c60,0.0
gpt-4-1-nano,670e92583011a5b80bfb6c60,0.0
gpt-5-4-mini,670e92583011a5b80bfb6c60,0.0
gpt-5-4-nano,670e92583011a5b80bfb6c60,0.0
gpt-5-nano,670e92583011a5b80bfb6c60,0.0
gpt-4o-mini,670e92583011a5b80bfb6c60,0.0
claude-opus-4-7,670e92583011a5b80bfb6c60,1.0
claude-sonnet-4-6,670e92583011a5b80bfb6c60,0.0
claude-haiku-4-5,670e92583011a5b80bfb6c60,0.0
claude-opus-4-6,670e92583011a5b80bfb6c60,1.0
claude-sonnet-4-5,670e92583011a5b80bfb6c60,0.0
claude-opus-4-5,670e92583011a5b80bfb6c60,0.0
gemini-3-5-flash,670e92583011a5b80bfb6c60,0.0
gemini-3-1-flash-lite,670e92583011a5b80bfb6c60,0.0
gemini-2-5-pro,670e92583011a5b80bfb6c60,
gemini-2-5-flash,670e92583011a5b80bfb6c60,0.0
gemini-2-5-flash-lite,670e92583011a5b80bfb6c60,0.0
deepseek-v3,670e92583011a5b80bfb6c60,0.0
deepseek-v4-flash,670e92583011a5b80bfb6c60,
deepseek-v4-pro,670e92583011a5b80bfb6c60,1.0
o3-mini,670edc9dbddc0cfe673272c8,0.0
o4-mini,670edc9dbddc0cfe673272c8,1.0
deepseek-r1,670edc9dbddc0cfe673272c8,0.0
gpt-4o-2024-11-20,670edc9dbddc0cfe673272c8,1.0
gpt-5-mini,670edc9dbddc0cfe673272c8,0.0
gpt-4-1,670edc9dbddc0cfe673272c8,1.0
gpt-4-1-mini,670edc9dbddc0cfe673272c8,0.0
gpt-4-1-nano,670edc9dbddc0cfe673272c8,1.0
gpt-5-4-mini,670edc9dbddc0cfe673272c8,1.0
gpt-5-4-nano,670edc9dbddc0cfe673272c8,1.0
gpt-5-nano,670edc9dbddc0cfe673272c8,1.0
gpt-4o-mini,670edc9dbddc0cfe673272c8,0.0
claude-opus-4-7,670edc9dbddc0cfe673272c8,1.0
claude-sonnet-4-6,670edc9dbddc0cfe673272c8,0.0
claude-haiku-4-5,670edc9dbddc0cfe673272c8,0.0
claude-opus-4-6,670edc9dbddc0cfe673272c8,1.0
claude-sonnet-4-5,670edc9dbddc0cfe673272c8,1.0
claude-opus-4-5,670edc9dbddc0cfe673272c8,1.0
gemini-3-5-flash,670edc9dbddc0cfe673272c8,0.0
gemini-3-1-flash-lite,670edc9dbddc0cfe673272c8,0.0
gemini-2-5-pro,670edc9dbddc0cfe673272c8,1.0
gemini-2-5-flash,670edc9dbddc0cfe673272c8,0.0
gemini-2-5-flash-lite,670edc9dbddc0cfe673272c8,0.0
deepseek-v3,670edc9dbddc0cfe673272c8,0.0
deepseek-v4-flash,670edc9dbddc0cfe673272c8,0.0
deepseek-v4-pro,670edc9dbddc0cfe673272c8,
o3-mini,670ee20c997568ed42988705,0.0
o4-mini,670ee20c997568ed42988705,0.0
deepseek-r1,670ee20c997568ed42988705,
gpt-4o-2024-11-20,670ee20c997568ed42988705,0.0
gpt-5-mini,670ee20c997568ed42988705,
gpt-4-1,670ee20c997568ed42988705,0.0
gpt-4-1-mini,670ee20c997568ed42988705,0.0
gpt-4-1-nano,670ee20c997568ed42988705,0.0
gpt-5-4-mini,670ee20c997568ed42988705,0.0
gpt-5-4-nano,670ee20c997568ed42988705,1.0
gpt-5-nano,670ee20c997568ed42988705,
gpt-4o-mini,670ee20c997568ed42988705,0.0
claude-opus-4-7,670ee20c997568ed42988705,0.0
claude-sonnet-4-6,670ee20c997568ed42988705,0.0
claude-haiku-4-5,670ee20c997568ed42988705,0.0
claude-opus-4-6,670ee20c997568ed42988705,0.0
claude-sonnet-4-5,670ee20c997568ed42988705,1.0
claude-opus-4-5,670ee20c997568ed42988705,0.0
gemini-3-5-flash,670ee20c997568ed42988705,1.0
gemini-3-1-flash-lite,670ee20c997568ed42988705,0.0
gemini-2-5-pro,670ee20c997568ed42988705,
gemini-2-5-flash,670ee20c997568ed42988705,0.0
gemini-2-5-flash-lite,670ee20c997568ed42988705,0.0
deepseek-v3,670ee20c997568ed42988705,0.0
deepseek-v4-flash,670ee20c997568ed42988705,
deepseek-v4-pro,670ee20c997568ed42988705,
o3-mini,670f00dc79750a6c73259f4d,0.0
o4-mini,670f00dc79750a6c73259f4d,0.0
deepseek-r1,670f00dc79750a6c73259f4d,0.0
gpt-4o-2024-11-20,670f00dc79750a6c73259f4d,0.0
gpt-5-mini,670f00dc79750a6c73259f4d,0.0
gpt-4-1,670f00dc79750a6c73259f4d,0.0
gpt-4-1-mini,670f00dc79750a6c73259f4d,0.0
gpt-4-1-nano,670f00dc79750a6c73259f4d,0.0
gpt-5-4-mini,670f00dc79750a6c73259f4d,0.0
gpt-5-4-nano,670f00dc79750a6c73259f4d,0.0
gpt-5-nano,670f00dc79750a6c73259f4d,0.0
gpt-4o-mini,670f00dc79750a6c73259f4d,0.0
claude-opus-4-7,670f00dc79750a6c73259f4d,1.0
claude-sonnet-4-6,670f00dc79750a6c73259f4d,0.0
claude-haiku-4-5,670f00dc79750a6c73259f4d,0.0
claude-opus-4-6,670f00dc79750a6c73259f4d,1.0
claude-sonnet-4-5,670f00dc79750a6c73259f4d,0.0
claude-opus-4-5,670f00dc79750a6c73259f4d,0.0
gemini-3-5-flash,670f00dc79750a6c73259f4d,1.0
gemini-3-1-flash-lite,670f00dc79750a6c73259f4d,0.0
gemini-2-5-pro,670f00dc79750a6c73259f4d,0.0
gemini-2-5-flash,670f00dc79750a6c73259f4d,0.0
gemini-2-5-flash-lite,670f00dc79750a6c73259f4d,1.0
deepseek-v3,670f00dc79750a6c73259f4d,0.0
deepseek-v4-flash,670f00dc79750a6c73259f4d,0.0
deepseek-v4-pro,670f00dc79750a6c73259f4d,0.0
o3-mini,670f241acb7ead88385e0ca0,
o4-mini,670f241acb7ead88385e0ca0,
deepseek-r1,670f241acb7ead88385e0ca0,
gpt-4o-2024-11-20,670f241acb7ead88385e0ca0,0.0
gpt-5-mini,670f241acb7ead88385e0ca0,
gpt-4-1,670f241acb7ead88385e0ca0,0.0
gpt-4-1-mini,670f241acb7ead88385e0ca0,0.0
gpt-4-1-nano,670f241acb7ead88385e0ca0,0.0
gpt-5-4-mini,670f241acb7ead88385e0ca0,0.0
gpt-5-4-nano,670f241acb7ead88385e0ca0,0.0
gpt-5-nano,670f241acb7ead88385e0ca0,
gpt-4o-mini,670f241acb7ead88385e0ca0,0.0
claude-opus-4-7,670f241acb7ead88385e0ca0,1.0
claude-sonnet-4-6,670f241acb7ead88385e0ca0,0.0
claude-haiku-4-5,670f241acb7ead88385e0ca0,0.0
claude-opus-4-6,670f241acb7ead88385e0ca0,1.0
claude-sonnet-4-5,670f241acb7ead88385e0ca0,0.0
claude-opus-4-5,670f241acb7ead88385e0ca0,0.0
gemini-3-5-flash,670f241acb7ead88385e0ca0,0.0
gemini-3-1-flash-lite,670f241acb7ead88385e0ca0,0.0
gemini-2-5-pro,670f241acb7ead88385e0ca0,
gemini-2-5-flash,670f241acb7ead88385e0ca0,0.0
gemini-2-5-flash-lite,670f241acb7ead88385e0ca0,1.0
deepseek-v3,670f241acb7ead88385e0ca0,1.0
deepseek-v4-flash,670f241acb7ead88385e0ca0,
deepseek-v4-pro,670f241acb7ead88385e0ca0,
o3-mini,670f289fb671096a201efee4,0.0
o4-mini,670f289fb671096a201efee4,0.0
deepseek-r1,670f289fb671096a201efee4,0.0
gpt-4o-2024-11-20,670f289fb671096a201efee4,0.0
gpt-5-mini,670f289fb671096a201efee4,0.0
gpt-4-1,670f289fb671096a201efee4,0.0
gpt-4-1-mini,670f289fb671096a201efee4,0.0
gpt-4-1-nano,670f289fb671096a201efee4,0.0
gpt-5-4-mini,670f289fb671096a201efee4,0.0
gpt-5-4-nano,670f289fb671096a201efee4,0.0
gpt-5-nano,670f289fb671096a201efee4,0.0
gpt-4o-mini,670f289fb671096a201efee4,0.0
claude-opus-4-7,670f289fb671096a201efee4,0.0
claude-sonnet-4-6,670f289fb671096a201efee4,0.0
claude-haiku-4-5,670f289fb671096a201efee4,0.0
claude-opus-4-6,670f289fb671096a201efee4,0.0
claude-sonnet-4-5,670f289fb671096a201efee4,0.0
claude-opus-4-5,670f289fb671096a201efee4,0.0
gemini-3-5-flash,670f289fb671096a201efee4,0.0
gemini-3-1-flash-lite,670f289fb671096a201efee4,0.0
gemini-2-5-pro,670f289fb671096a201efee4,0.0
gemini-2-5-flash,670f289fb671096a201efee4,0.0
gemini-2-5-flash-lite,670f289fb671096a201efee4,1.0
deepseek-v3,670f289fb671096a201efee4,0.0
deepseek-v4-flash,670f289fb671096a201efee4,0.0
deepseek-v4-pro,670f289fb671096a201efee4,0.0
o3-mini,670f378873968d8e1b612745,0.0
o4-mini,670f378873968d8e1b612745,0.0
deepseek-r1,670f378873968d8e1b612745,
gpt-4o-2024-11-20,670f378873968d8e1b612745,0.0
gpt-5-mini,670f378873968d8e1b612745,0.0
gpt-4-1,670f378873968d8e1b612745,0.0
gpt-4-1-mini,670f378873968d8e1b612745,0.0
gpt-4-1-nano,670f378873968d8e1b612745,0.0
gpt-5-4-mini,670f378873968d8e1b612745,0.0
gpt-5-4-nano,670f378873968d8e1b612745,0.0
gpt-5-nano,670f378873968d8e1b612745,0.0
gpt-4o-mini,670f378873968d8e1b612745,0.0
claude-opus-4-7,670f378873968d8e1b612745,0.0
claude-sonnet-4-6,670f378873968d8e1b612745,0.0
claude-haiku-4-5,670f378873968d8e1b612745,0.0
claude-opus-4-6,670f378873968d8e1b612745,0.0
claude-sonnet-4-5,670f378873968d8e1b612745,0.0
claude-opus-4-5,670f378873968d8e1b612745,0.0
gemini-3-5-flash,670f378873968d8e1b612745,1.0
gemini-3-1-flash-lite,670f378873968d8e1b612745,0.0
gemini-2-5-pro,670f378873968d8e1b612745,
gemini-2-5-flash,670f378873968d8e1b612745,0.0
gemini-2-5-flash-lite,670f378873968d8e1b612745,0.0
deepseek-v3,670f378873968d8e1b612745,0.0
deepseek-v4-flash,670f378873968d8e1b612745,0.0
deepseek-v4-pro,670f378873968d8e1b612745,0.0
o3-mini,670f39dc1dcaeb830ff6231f,1.0
o4-mini,670f39dc1dcaeb830ff6231f,1.0
deepseek-r1,670f39dc1dcaeb830ff6231f,1.0
gpt-4o-2024-11-20,670f39dc1dcaeb830ff6231f,0.0
gpt-5-mini,670f39dc1dcaeb830ff6231f,1.0
gpt-4-1,670f39dc1dcaeb830ff6231f,1.0
gpt-4-1-mini,670f39dc1dcaeb830ff6231f,0.0
gpt-4-1-nano,670f39dc1dcaeb830ff6231f,0.0
gpt-5-4-mini,670f39dc1dcaeb830ff6231f,0.0
gpt-5-4-nano,670f39dc1dcaeb830ff6231f,0.0
gpt-5-nano,670f39dc1dcaeb830ff6231f,0.0
gpt-4o-mini,670f39dc1dcaeb830ff6231f,0.0
claude-opus-4-7,670f39dc1dcaeb830ff6231f,1.0
claude-sonnet-4-6,670f39dc1dcaeb830ff6231f,0.0
claude-haiku-4-5,670f39dc1dcaeb830ff6231f,0.0
claude-opus-4-6,670f39dc1dcaeb830ff6231f,1.0
claude-sonnet-4-5,670f39dc1dcaeb830ff6231f,1.0
claude-opus-4-5,670f39dc1dcaeb830ff6231f,0.0
gemini-3-5-flash,670f39dc1dcaeb830ff6231f,1.0
gemini-3-1-flash-lite,670f39dc1dcaeb830ff6231f,1.0
gemini-2-5-pro,670f39dc1dcaeb830ff6231f,1.0
gemini-2-5-flash,670f39dc1dcaeb830ff6231f,1.0
gemini-2-5-flash-lite,670f39dc1dcaeb830ff6231f,0.0
deepseek-v3,670f39dc1dcaeb830ff6231f,1.0
deepseek-v4-flash,670f39dc1dcaeb830ff6231f,1.0
deepseek-v4-pro,670f39dc1dcaeb830ff6231f,1.0
o3-mini,670f72aea9f4a4bebca02b4a,0.0
o4-mini,670f72aea9f4a4bebca02b4a,0.0
deepseek-r1,670f72aea9f4a4bebca02b4a,
gpt-4o-2024-11-20,670f72aea9f4a4bebca02b4a,0.0
gpt-5-mini,670f72aea9f4a4bebca02b4a,0.0
gpt-4-1,670f72aea9f4a4bebca02b4a,0.0
gpt-4-1-mini,670f72aea9f4a4bebca02b4a,0.0
gpt-4-1-nano,670f72aea9f4a4bebca02b4a,0.0
gpt-5-4-mini,670f72aea9f4a4bebca02b4a,0.0
gpt-5-4-nano,670f72aea9f4a4bebca02b4a,0.0
gpt-5-nano,670f72aea9f4a4bebca02b4a,0.0
gpt-4o-mini,670f72aea9f4a4bebca02b4a,0.0
claude-opus-4-7,670f72aea9f4a4bebca02b4a,0.0
claude-sonnet-4-6,670f72aea9f4a4bebca02b4a,0.0
claude-haiku-4-5,670f72aea9f4a4bebca02b4a,0.0
claude-opus-4-6,670f72aea9f4a4bebca02b4a,0.0
claude-sonnet-4-5,670f72aea9f4a4bebca02b4a,0.0
claude-opus-4-5,670f72aea9f4a4bebca02b4a,0.0
gemini-3-5-flash,670f72aea9f4a4bebca02b4a,0.0
gemini-3-1-flash-lite,670f72aea9f4a4bebca02b4a,0.0
gemini-2-5-pro,670f72aea9f4a4bebca02b4a,0.0
gemini-2-5-flash,670f72aea9f4a4bebca02b4a,0.0
gemini-2-5-flash-lite,670f72aea9f4a4bebca02b4a,0.0
deepseek-v3,670f72aea9f4a4bebca02b4a,0.0
deepseek-v4-flash,670f72aea9f4a4bebca02b4a,
deepseek-v4-pro,670f72aea9f4a4bebca02b4a,
o3-mini,670f8518ffa4ea9fb0cc5fea,0.0
o4-mini,670f8518ffa4ea9fb0cc5fea,0.0
deepseek-r1,670f8518ffa4ea9fb0cc5fea,
gpt-4o-2024-11-20,670f8518ffa4ea9fb0cc5fea,0.0
gpt-5-mini,670f8518ffa4ea9fb0cc5fea,0.0
gpt-4-1,670f8518ffa4ea9fb0cc5fea,0.0
gpt-4-1-mini,670f8518ffa4ea9fb0cc5fea,0.0
gpt-4-1-nano,670f8518ffa4ea9fb0cc5fea,0.0
gpt-5-4-mini,670f8518ffa4ea9fb0cc5fea,0.0
gpt-5-4-nano,670f8518ffa4ea9fb0cc5fea,0.0
gpt-5-nano,670f8518ffa4ea9fb0cc5fea,0.0
gpt-4o-mini,670f8518ffa4ea9fb0cc5fea,0.0
claude-opus-4-7,670f8518ffa4ea9fb0cc5fea,0.0
claude-sonnet-4-6,670f8518ffa4ea9fb0cc5fea,0.0
claude-haiku-4-5,670f8518ffa4ea9fb0cc5fea,0.0
claude-opus-4-6,670f8518ffa4ea9fb0cc5fea,0.0
claude-sonnet-4-5,670f8518ffa4ea9fb0cc5fea,1.0
claude-opus-4-5,670f8518ffa4ea9fb0cc5fea,0.0
gemini-3-5-flash,670f8518ffa4ea9fb0cc5fea,0.0
gemini-3-1-flash-lite,670f8518ffa4ea9fb0cc5fea,0.0
gemini-2-5-pro,670f8518ffa4ea9fb0cc5fea,
gemini-2-5-flash,670f8518ffa4ea9fb0cc5fea,0.0
gemini-2-5-flash-lite,670f8518ffa4ea9fb0cc5fea,0.0
deepseek-v3,670f8518ffa4ea9fb0cc5fea,0.0
deepseek-v4-flash,670f8518ffa4ea9fb0cc5fea,
deepseek-v4-pro,670f8518ffa4ea9fb0cc5fea,
o3-mini,670f87f6f1e1079f950014e4,0.0
o4-mini,670f87f6f1e1079f950014e4,0.0
deepseek-r1,670f87f6f1e1079f950014e4,
gpt-4o-2024-11-20,670f87f6f1e1079f950014e4,0.0
gpt-5-mini,670f87f6f1e1079f950014e4,0.0
gpt-4-1,670f87f6f1e1079f950014e4,0.0
gpt-4-1-mini,670f87f6f1e1079f950014e4,0.0
gpt-4-1-nano,670f87f6f1e1079f950014e4,0.0
gpt-5-4-mini,670f87f6f1e1079f950014e4,0.0
gpt-5-4-nano,670f87f6f1e1079f950014e4,0.0
gpt-5-nano,670f87f6f1e1079f950014e4,0.0
gpt-4o-mini,670f87f6f1e1079f950014e4,1.0
claude-opus-4-7,670f87f6f1e1079f950014e4,0.0
claude-sonnet-4-6,670f87f6f1e1079f950014e4,0.0
claude-haiku-4-5,670f87f6f1e1079f950014e4,0.0
claude-opus-4-6,670f87f6f1e1079f950014e4,0.0
claude-sonnet-4-5,670f87f6f1e1079f950014e4,0.0
claude-opus-4-5,670f87f6f1e1079f950014e4,0.0
gemini-3-5-flash,670f87f6f1e1079f950014e4,0.0
gemini-3-1-flash-lite,670f87f6f1e1079f950014e4,0.0
gemini-2-5-pro,670f87f6f1e1079f950014e4,
gemini-2-5-flash,670f87f6f1e1079f950014e4,0.0
gemini-2-5-flash-lite,670f87f6f1e1079f950014e4,1.0
deepseek-v3,670f87f6f1e1079f950014e4,0.0
deepseek-v4-flash,670f87f6f1e1079f950014e4,
deepseek-v4-pro,670f87f6f1e1079f950014e4,
o3-mini,670fb58f2ca6bea76e9354a7,0.0
o4-mini,670fb58f2ca6bea76e9354a7,1.0
deepseek-r1,670fb58f2ca6bea76e9354a7,
gpt-4o-2024-11-20,670fb58f2ca6bea76e9354a7,0.0
gpt-5-mini,670fb58f2ca6bea76e9354a7,1.0
gpt-4-1,670fb58f2ca6bea76e9354a7,0.0
gpt-4-1-mini,670fb58f2ca6bea76e9354a7,0.0
gpt-4-1-nano,670fb58f2ca6bea76e9354a7,0.0
gpt-5-4-mini,670fb58f2ca6bea76e9354a7,0.0
gpt-5-4-nano,670fb58f2ca6bea76e9354a7,0.0
gpt-5-nano,670fb58f2ca6bea76e9354a7,
gpt-4o-mini,670fb58f2ca6bea76e9354a7,0.0
claude-opus-4-7,670fb58f2ca6bea76e9354a7,1.0
claude-sonnet-4-6,670fb58f2ca6bea76e9354a7,0.0
claude-haiku-4-5,670fb58f2ca6bea76e9354a7,0.0
claude-opus-4-6,670fb58f2ca6bea76e9354a7,1.0
claude-sonnet-4-5,670fb58f2ca6bea76e9354a7,0.0
claude-opus-4-5,670fb58f2ca6bea76e9354a7,1.0
gemini-3-5-flash,670fb58f2ca6bea76e9354a7,0.0
gemini-3-1-flash-lite,670fb58f2ca6bea76e9354a7,0.0
gemini-2-5-pro,670fb58f2ca6bea76e9354a7,
gemini-2-5-flash,670fb58f2ca6bea76e9354a7,0.0
gemini-2-5-flash-lite,670fb58f2ca6bea76e9354a7,0.0
deepseek-v3,670fb58f2ca6bea76e9354a7,0.0
deepseek-v4-flash,670fb58f2ca6bea76e9354a7,
deepseek-v4-pro,670fb58f2ca6bea76e9354a7,
o3-mini,6710251d73c9583c25138ff0,
o4-mini,6710251d73c9583c25138ff0,0.0
deepseek-r1,6710251d73c9583c25138ff0,
gpt-4o-2024-11-20,6710251d73c9583c25138ff0,0.0
gpt-5-mini,6710251d73c9583c25138ff0,
gpt-4-1,6710251d73c9583c25138ff0,0.0
gpt-4-1-mini,6710251d73c9583c25138ff0,0.0
gpt-4-1-nano,6710251d73c9583c25138ff0,1.0
gpt-5-4-mini,6710251d73c9583c25138ff0,0.0
gpt-5-4-nano,6710251d73c9583c25138ff0,0.0
gpt-5-nano,6710251d73c9583c25138ff0,
gpt-4o-mini,6710251d73c9583c25138ff0,0.0
claude-opus-4-7,6710251d73c9583c25138ff0,1.0
claude-sonnet-4-6,6710251d73c9583c25138ff0,1.0
claude-haiku-4-5,6710251d73c9583c25138ff0,0.0
claude-opus-4-6,6710251d73c9583c25138ff0,1.0
claude-sonnet-4-5,6710251d73c9583c25138ff0,0.0
claude-opus-4-5,6710251d73c9583c25138ff0,0.0
gemini-3-5-flash,6710251d73c9583c25138ff0,1.0
gemini-3-1-flash-lite,6710251d73c9583c25138ff0,0.0
gemini-2-5-pro,6710251d73c9583c25138ff0,
gemini-2-5-flash,6710251d73c9583c25138ff0,0.0
gemini-2-5-flash-lite,6710251d73c9583c25138ff0,0.0
deepseek-v3,6710251d73c9583c25138ff0,0.0
deepseek-v4-flash,6710251d73c9583c25138ff0,
deepseek-v4-pro,6710251d73c9583c25138ff0,
o3-mini,6712a11465fc44ae631f703d,0.0
o4-mini,6712a11465fc44ae631f703d,1.0
deepseek-r1,6712a11465fc44ae631f703d,
gpt-4o-2024-11-20,6712a11465fc44ae631f703d,0.0
gpt-5-mini,6712a11465fc44ae631f703d,0.0
gpt-4-1,6712a11465fc44ae631f703d,0.0
gpt-4-1-mini,6712a11465fc44ae631f703d,0.0
gpt-4-1-nano,6712a11465fc44ae631f703d,0.0
gpt-5-4-mini,6712a11465fc44ae631f703d,0.0
gpt-5-4-nano,6712a11465fc44ae631f703d,0.0
gpt-5-nano,6712a11465fc44ae631f703d,0.0
gpt-4o-mini,6712a11465fc44ae631f703d,0.0
claude-opus-4-7,6712a11465fc44ae631f703d,0.0
claude-sonnet-4-6,6712a11465fc44ae631f703d,1.0
claude-haiku-4-5,6712a11465fc44ae631f703d,1.0
claude-opus-4-6,6712a11465fc44ae631f703d,1.0
claude-sonnet-4-5,6712a11465fc44ae631f703d,0.0
claude-opus-4-5,6712a11465fc44ae631f703d,1.0
gemini-3-5-flash,6712a11465fc44ae631f703d,0.0
gemini-3-1-flash-lite,6712a11465fc44ae631f703d,1.0
gemini-2-5-pro,6712a11465fc44ae631f703d,
gemini-2-5-flash,6712a11465fc44ae631f703d,0.0
gemini-2-5-flash-lite,6712a11465fc44ae631f703d,1.0
deepseek-v3,6712a11465fc44ae631f703d,0.0
deepseek-v4-flash,6712a11465fc44ae631f703d,
deepseek-v4-pro,6712a11465fc44ae631f703d,
o3-mini,67130fff5fcf1fbb43d4a687,0.0
o4-mini,67130fff5fcf1fbb43d4a687,0.0
deepseek-r1,67130fff5fcf1fbb43d4a687,
gpt-4o-2024-11-20,67130fff5fcf1fbb43d4a687,0.0
gpt-5-mini,67130fff5fcf1fbb43d4a687,0.0
gpt-4-1,67130fff5fcf1fbb43d4a687,0.0
gpt-4-1-mini,67130fff5fcf1fbb43d4a687,0.0
gpt-4-1-nano,67130fff5fcf1fbb43d4a687,0.0
gpt-5-4-mini,67130fff5fcf1fbb43d4a687,0.0
gpt-5-4-nano,67130fff5fcf1fbb43d4a687,0.0
gpt-5-nano,67130fff5fcf1fbb43d4a687,0.0
gpt-4o-mini,67130fff5fcf1fbb43d4a687,0.0
claude-opus-4-7,67130fff5fcf1fbb43d4a687,0.0
claude-sonnet-4-6,67130fff5fcf1fbb43d4a687,0.0
claude-haiku-4-5,67130fff5fcf1fbb43d4a687,0.0
claude-opus-4-6,67130fff5fcf1fbb43d4a687,0.0
claude-sonnet-4-5,67130fff5fcf1fbb43d4a687,0.0
claude-opus-4-5,67130fff5fcf1fbb43d4a687,0.0
gemini-3-5-flash,67130fff5fcf1fbb43d4a687,0.0
gemini-3-1-flash-lite,67130fff5fcf1fbb43d4a687,0.0
gemini-2-5-pro,67130fff5fcf1fbb43d4a687,0.0
gemini-2-5-flash,67130fff5fcf1fbb43d4a687,0.0
gemini-2-5-flash-lite,67130fff5fcf1fbb43d4a687,0.0
deepseek-v3,67130fff5fcf1fbb43d4a687,0.0
deepseek-v4-flash,67130fff5fcf1fbb43d4a687,
deepseek-v4-pro,67130fff5fcf1fbb43d4a687,
o3-mini,6714e9dacbabe50aa0256711,0.0
o4-mini,6714e9dacbabe50aa0256711,0.0
deepseek-r1,6714e9dacbabe50aa0256711,
gpt-4o-2024-11-20,6714e9dacbabe50aa0256711,0.0
gpt-5-mini,6714e9dacbabe50aa0256711,0.0
gpt-4-1,6714e9dacbabe50aa0256711,0.0
gpt-4-1-mini,6714e9dacbabe50aa0256711,0.0
gpt-4-1-nano,6714e9dacbabe50aa0256711,0.0
gpt-5-4-mini,6714e9dacbabe50aa0256711,0.0
gpt-5-4-nano,6714e9dacbabe50aa0256711,1.0
gpt-5-nano,6714e9dacbabe50aa0256711,0.0
gpt-4o-mini,6714e9dacbabe50aa0256711,0.0
claude-opus-4-7,6714e9dacbabe50aa0256711,0.0
claude-sonnet-4-6,6714e9dacbabe50aa0256711,0.0
claude-haiku-4-5,6714e9dacbabe50aa0256711,0.0
claude-opus-4-6,6714e9dacbabe50aa0256711,0.0
claude-sonnet-4-5,6714e9dacbabe50aa0256711,0.0
claude-opus-4-5,6714e9dacbabe50aa0256711,0.0
gemini-3-5-flash,6714e9dacbabe50aa0256711,0.0
gemini-3-1-flash-lite,6714e9dacbabe50aa0256711,0.0
gemini-2-5-pro,6714e9dacbabe50aa0256711,
gemini-2-5-flash,6714e9dacbabe50aa0256711,0.0
gemini-2-5-flash-lite,6714e9dacbabe50aa0256711,0.0
deepseek-v3,6714e9dacbabe50aa0256711,0.0
deepseek-v4-flash,6714e9dacbabe50aa0256711,
deepseek-v4-pro,6714e9dacbabe50aa0256711,
o3-mini,67154c094650e5ddd384d861,0.0
o4-mini,67154c094650e5ddd384d861,0.0
deepseek-r1,67154c094650e5ddd384d861,
gpt-4o-2024-11-20,67154c094650e5ddd384d861,0.0
gpt-5-mini,67154c094650e5ddd384d861,1.0
gpt-4-1,67154c094650e5ddd384d861,0.0
gpt-4-1-mini,67154c094650e5ddd384d861,0.0
gpt-4-1-nano,67154c094650e5ddd384d861,0.0
gpt-5-4-mini,67154c094650e5ddd384d861,0.0
gpt-5-4-nano,67154c094650e5ddd384d861,0.0
gpt-5-nano,67154c094650e5ddd384d861,0.0
gpt-4o-mini,67154c094650e5ddd384d861,0.0
claude-opus-4-7,67154c094650e5ddd384d861,0.0
claude-sonnet-4-6,67154c094650e5ddd384d861,1.0
claude-haiku-4-5,67154c094650e5ddd384d861,0.0
claude-opus-4-6,67154c094650e5ddd384d861,1.0
claude-sonnet-4-5,67154c094650e5ddd384d861,0.0
claude-opus-4-5,67154c094650e5ddd384d861,1.0
gemini-3-5-flash,67154c094650e5ddd384d861,1.0
gemini-3-1-flash-lite,67154c094650e5ddd384d861,0.0
gemini-2-5-pro,67154c094650e5ddd384d861,
gemini-2-5-flash,67154c094650e5ddd384d861,0.0
gemini-2-5-flash-lite,67154c094650e5ddd384d861,0.0
deepseek-v3,67154c094650e5ddd384d861,0.0
deepseek-v4-flash,67154c094650e5ddd384d861,
